EmployeeID,FirstName,LastName,DisplayName,UPN,SamAccountName,Department,Title,EmployeeType,OU,Manager,Location,CostCenter,StartDate,ContractEndDate,Email,PhoneNumber,Company
EMP032,Beatrice,Muller,Beatrice Muller,beatrice.muller@yearwood.local,beatrice.muller,Operations,Senior Lab Technician,Employee,OU=Operations,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,lars.hoffmann,Zürich HQ,CC-OPS,2020-02-01,,beatrice.muller@ssolabs.ch,+41 44 100 0032,SSO Labs
EMP033,Kaspar,Zimmermann,Kaspar Zimmermann,kaspar.zimmermann@yearwood.local,kaspar.zimmermann,Operations,Lab Technician,Employee,OU=Operations,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,lars.hoffmann,Zürich HQ,CC-OPS,2021-01-15,,kaspar.zimmermann@ssolabs.ch,+41 44 100 0033,SSO Labs
EMP034,Adaeze,Obi,Adaeze Obi,adaeze.obi@yearwood.local,adaeze.obi,Operations,Lab Technician,Employee,OU=Operations,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,beatrice.muller,Zürich HQ,CC-OPS,2021-10-01,,adaeze.obi@ssolabs.ch,+41 44 100 0034,SSO Labs
EMP035,Henrik,Lindqvist,Henrik Lindqvist,henrik.lindqvist@yearwood.local,henrik.lindqvist,Operations,Lab Technician,Employee,OU=Operations,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,beatrice.muller,Zürich HQ,CC-OPS,2022-03-01,,henrik.lindqvist@ssolabs.ch,+41 44 100 0035,SSO Labs
EMP036,Claudia,Schneider,Claudia Schneider,claudia.schneider@yearwood.local,claudia.schneider,Operations,Logistics Coordinator,Employee,OU=Operations,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,lars.hoffmann,Zürich HQ,CC-OPS,2020-11-01,,claudia.schneider@ssolabs.ch,+41 44 100 0036,SSO Labs
EMP037,Omar,Hassan,Omar Hassan,omar.hassan@yearwood.local,omar.hassan,Operations,Logistics Coordinator,Employee,OU=Operations,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,lars.hoffmann,Zürich HQ,CC-OPS,2021-08-15,,omar.hassan@ssolabs.ch,+41 44 100 0037,SSO Labs
EMP038,Vera,Sokolova,Vera Sokolova,vera.sokolova@yearwood.local,vera.sokolova,Operations,Facilities Manager,Employee,OU=Operations,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,lars.hoffmann,Zürich HQ,CC-OPS,2020-05-01,,vera.sokolova@ssolabs.ch,+41 44 100 0038,SSO Labs
EMP039,Bruno,Carvalho,Bruno Carvalho,bruno.carvalho@yearwood.local,bruno.carvalho,Operations,Equipment Specialist,Employee,OU=Operations,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,lars.hoffmann,Zürich HQ,CC-OPS,2022-08-01,,bruno.carvalho@ssolabs.ch,+41 44 100 0039,SSO Labs
EMP040,Astrid,Eriksen,Astrid Eriksen,astrid.eriksen@yearwood.local,astrid.eriksen,Operations,Safety Officer,Employee,OU=Operations,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,lars.hoffmann,Zürich HQ,CC-OPS,2021-04-01,,astrid.eriksen@ssolabs.ch,+41 44 100 0040,SSO Labs
EMP041,Priya,Sharma,Priya Sharma,priya.sharma@yearwood.local,priya.sharma,IT,IT Manager,Employee,OU=IT,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,elena.vasquez,Zürich HQ,CC-IT,2019-09-01,,priya.sharma@ssolabs.ch,+41 44 100 0041,SSO Labs
EMP042,Lukas,Fischer,Lukas Fischer,lukas.fischer@yearwood.local,lukas.fischer,IT,Systems Administrator,Employee,OU=IT,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,priya.sharma,Zürich HQ,CC-IT,2020-07-01,,lukas.fischer@ssolabs.ch,+41 44 100 0042,SSO Labs
EMP043,Nadia,Petrov,Nadia Petrov,nadia.petrov@yearwood.local,nadia.petrov,IT,Systems Administrator,Employee,OU=IT,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,priya.sharma,Zürich HQ,CC-IT,2021-02-15,,nadia.petrov@ssolabs.ch,+41 44 100 0043,SSO Labs
EMP044,Samuel,Osei,Samuel Osei,samuel.osei@yearwood.local,samuel.osei,IT,Security Analyst,Employee,OU=IT,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,priya.sharma,Zürich HQ,CC-IT,2021-06-01,,samuel.osei@ssolabs.ch,+41 44 100 0044,SSO Labs
EMP045,Annika,Holm,Annika Holm,annika.holm@yearwood.local,annika.holm,IT,Network Engineer,Employee,OU=IT,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,priya.sharma,Zürich HQ,CC-IT,2021-10-01,,annika.holm@ssolabs.ch,+41 44 100 0046,SSO Labs
EMP046,Kenji,Watanabe,Kenji Watanabe,kenji.watanabe@yearwood.local,kenji.watanabe,IT,Identity Engineer,Employee,OU=IT,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,priya.sharma,Zürich HQ,CC-IT,2022-01-10,,kenji.watanabe@ssolabs.ch,+41 44 100 0047,SSO Labs
EMP047,Isabelle,Dupont,Isabelle Dupont,isabelle.dupont@yearwood.local,isabelle.dupont,IT,Helpdesk Analyst,Employee,OU=IT,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,priya.sharma,Zürich HQ,CC-IT,2022-06-01,,isabelle.dupont@ssolabs.ch,+41 44 100 0048,SSO Labs
EMP048,Reza,Tehrani,Reza Tehrani,reza.tehrani@yearwood.local,reza.tehrani,IT,Helpdesk Analyst,Employee,OU=IT,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,priya.sharma,Zürich HQ,CC-IT,2023-01-09,,reza.tehrani@ssolabs.ch,+41 44 100 0049,SSO Labs
CON001,Diego,Reyes,Diego Reyes,diego.reyes@yearwood.local,diego.reyes,Contractors,External Robotics Specialist,Contractor,OU=Robotics,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-CON,2025-09-01,2026-08-31,diego.reyes@ssolabs-contractors.ch,+41 44 200 0001,SSO Labs
CON002,Tomas,Novotny,Tomas Novotny,tomas.novotny@yearwood.local,tomas.novotny,Contractors,Robotics Consultant,Contractor,OU=Robotics,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-CON,2025-11-01,2026-10-31,tomas.novotny@ssolabs-contractors.ch,+41 44 200 0002,SSO Labs
CON003,Sienna,Marchetti,Sienna Marchetti,sienna.marchetti@yearwood.local,sienna.marchetti,Contractors,Robotics Consultant,Contractor,OU=Robotics,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,stefan.huber,Zürich HQ,CC-CON,2026-01-15,2026-07-14,sienna.marchetti@ssolabs-contractors.ch,+41 44 200 0003,SSO Labs
CON004,Kwame,Asante,Kwame Asante,kwame.asante@yearwood.local,kwame.asante,Contractors,Autonomous Systems Specialist,Contractor,OU=Robotics,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-CON,2025-10-01,2026-09-30,kwame.asante@ssolabs-contractors.ch,+41 44 200 0004,SSO Labs
CON005,Petra,Kowalski,Petra Kowalski,petra.kowalski@yearwood.local,petra.kowalski,Contractors,Robotics Technician,Contractor,OU=Robotics,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,linnea.svensson,Zürich HQ,CC-CON,2026-02-01,2026-07-31,petra.kowalski@ssolabs-contractors.ch,+41 44 200 0005,SSO Labs
CON006,Anders,Lindberg,Anders Lindberg,anders.lindberg@yearwood.local,anders.lindberg,Contractors,Motion Systems Engineer,Contractor,OU=Robotics,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-CON,2025-08-15,2026-08-14,anders.lindberg@ssolabs-contractors.ch,+41 44 200 0006,SSO Labs
CON007,Yemi,Adeyemi,Yemi Adeyemi,yemi.adeyemi@yearwood.local,yemi.adeyemi,Contractors,Robotics Integration Specialist,Contractor,OU=Robotics,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,stefan.huber,Zürich HQ,CC-CON,2026-01-01,2026-06-30,yemi.adeyemi@ssolabs-contractors.ch,+41 44 200 0007,SSO Labs
CON008,Yuki,Tanaka,Yuki Tanaka,yuki.tanaka@yearwood.local,yuki.tanaka,Contractors,Firmware Consultant,Contractor,OU=Firmware,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,aisha.okonkwo,Zürich HQ,CC-CON,2025-10-15,2026-10-14,yuki.tanaka@ssolabs-contractors.ch,+41 44 200 0008,SSO Labs
CON009,Aleksei,Volkov,Aleksei Volkov,aleksei.volkov@yearwood.local,aleksei.volkov,Contractors,Firmware Consultant,Contractor,OU=Firmware,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,aisha.okonkwo,Zürich HQ,CC-CON,2025-12-01,2026-11-30,aleksei.volkov@ssolabs-contractors.ch,+41 44 200 0009,SSO Labs
CON010,Chloe,Dubois,Chloe Dubois,chloe.dubois@yearwood.local,chloe.dubois,Contractors,Embedded Systems Consultant,Contractor,OU=Firmware,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,aisha.okonkwo,Zürich HQ,CC-CON,2026-01-01,2026-06-30,chloe.dubois@ssolabs-contractors.ch,+41 44 200 0010,SSO Labs
CON011,Mikael,Virtanen,Mikael Virtanen,mikael.virtanen@yearwood.local,mikael.virtanen,Contractors,Firmware Security Consultant,Contractor,OU=Firmware,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,aisha.okonkwo,Zürich HQ,CC-CON,2025-09-15,2026-09-14,mikael.virtanen@ssolabs-contractors.ch,+41 44 200 0011,SSO Labs
CON012,Zanele,Dlamini,Zanele Dlamini,zanele.dlamini@yearwood.local,zanele.dlamini,Contractors,Embedded Software Specialist,Contractor,OU=Firmware,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,tobias.richter,Zürich HQ,CC-CON,2026-02-15,2026-08-14,zanele.dlamini@ssolabs-contractors.ch,+41 44 200 0012,SSO Labs
CON013,Rafael,Mendoza,Rafael Mendoza,rafael.mendoza@yearwood.local,rafael.mendoza,Contractors,Firmware Validation Engineer,Contractor,OU=Firmware,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,aisha.okonkwo,Zürich HQ,CC-CON,2025-11-01,2026-10-31,rafael.mendoza@ssolabs-contractors.ch,+41 44 200 0013,SSO Labs
CON014,Sam,Fletcher,Sam Fletcher,sam.fletcher@yearwood.local,sam.fletcher,Contractors,Project Engineer,Contractor,OU=Contract Engineers,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,lars.hoffmann,Zürich HQ,CC-CON,2025-10-01,2026-03-31,sam.fletcher@ssolabs-contractors.ch,+41 44 200 0014,SSO Labs
CON015,Ines,Rodrigues,Ines Rodrigues,ines.rodrigues@yearwood.local,ines.rodrigues,Contractors,Systems Engineer,Contractor,OU=Contract Engineers,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-CON,2025-12-01,2026-05-31,ines.rodrigues@ssolabs-contractors.ch,+41 44 200 0015,SSO Labs
CON016,Florian,Braun,Florian Braun,florian.braun@yearwood.local,florian.braun,Contractors,Integration Engineer,Contractor,OU=Contract Engineers,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-CON,2026-01-15,2026-07-14,florian.braun@ssolabs-contractors.ch,+41 44 200 0016,SSO Labs
CON017,Mei,Chen,Mei Chen,mei.chen@yearwood.local,mei.chen,Contractors,Mechanical Engineer,Contractor,OU=Contract Engineers,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,lars.hoffmann,Zürich HQ,CC-CON,2025-11-15,2026-05-14,mei.chen@ssolabs-contractors.ch,+41 44 200 0017,SSO Labs
CON018,Arjun,Patel,Arjun Patel,arjun.patel@yearwood.local,arjun.patel,Contractors,Control Systems Engineer,Contractor,OU=Contract Engineers,OU=Contractors,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-CON,2026-02-01,2026-07-31,arjun.patel@ssolabs-contractors.ch,+41 44 200 0018,SSO Labs
